FEM4C - High Performance Finite Element Method in C
Analysis Results
=====================================

Analysis Title: T3 Cantilever Beam
Date/Time:      2025-10-11 01:41:19
Input File:     input.dat

Problem Size:
  Number of nodes:     297
  Number of elements:  512
  Number of materials: 1
  Total DOF:           594

Nodal Displacements:
====================
Node      UX           UY           UZ
 192   0.0000e+00   0.0000e+00   0.0000e+00
 193   0.0000e+00   0.0000e+00   0.0000e+00
 194   0.0000e+00   0.0000e+00   0.0000e+00
 195   0.0000e+00   0.0000e+00   0.0000e+00
 196   0.0000e+00   0.0000e+00   0.0000e+00
 197   0.0000e+00   0.0000e+00   0.0000e+00
 198   0.0000e+00   0.0000e+00   0.0000e+00
 199   0.0000e+00   0.0000e+00   0.0000e+00
 200   0.0000e+00   0.0000e+00   0.0000e+00
 201   0.0000e+00   0.0000e+00   0.0000e+00
 202   0.0000e+00   0.0000e+00   0.0000e+00
 203   0.0000e+00   0.0000e+00   0.0000e+00
 204   0.0000e+00   0.0000e+00   0.0000e+00
 205   0.0000e+00   0.0000e+00   0.0000e+00
 206   0.0000e+00   0.0000e+00   0.0000e+00
 207   0.0000e+00   0.0000e+00   0.0000e+00
 208   0.0000e+00   0.0000e+00   0.0000e+00
 209   0.0000e+00   0.0000e+00   0.0000e+00
 210   0.0000e+00   0.0000e+00   0.0000e+00
 211   0.0000e+00   0.0000e+00   0.0000e+00
 212   0.0000e+00   0.0000e+00   0.0000e+00
 213   0.0000e+00   0.0000e+00   0.0000e+00
 214   0.0000e+00   0.0000e+00   0.0000e+00
 215   0.0000e+00   0.0000e+00   0.0000e+00
 216   0.0000e+00   0.0000e+00   0.0000e+00
 217   0.0000e+00   0.0000e+00   0.0000e+00
 218   0.0000e+00   0.0000e+00   0.0000e+00
 219   0.0000e+00   0.0000e+00   0.0000e+00
 220   0.0000e+00   0.0000e+00   0.0000e+00
 221   0.0000e+00   0.0000e+00   0.0000e+00
 222   0.0000e+00   0.0000e+00   0.0000e+00
 223   0.0000e+00   0.0000e+00   0.0000e+00
 224   0.0000e+00   0.0000e+00   0.0000e+00
 225   0.0000e+00   0.0000e+00   0.0000e+00
 226   0.0000e+00   0.0000e+00   0.0000e+00
 227   0.0000e+00   0.0000e+00   0.0000e+00
 228   0.0000e+00   0.0000e+00   0.0000e+00
 229   0.0000e+00   0.0000e+00   0.0000e+00
 230   0.0000e+00   0.0000e+00   0.0000e+00
 231   0.0000e+00   0.0000e+00   0.0000e+00
 232   0.0000e+00   0.0000e+00   0.0000e+00
 233   0.0000e+00   0.0000e+00   0.0000e+00
 234   0.0000e+00   0.0000e+00   0.0000e+00
 235   0.0000e+00   0.0000e+00   0.0000e+00
 236   0.0000e+00   0.0000e+00   0.0000e+00
 237   0.0000e+00   0.0000e+00   0.0000e+00
 238   0.0000e+00   0.0000e+00   0.0000e+00
 239   0.0000e+00   0.0000e+00   0.0000e+00
 240   0.0000e+00   0.0000e+00   0.0000e+00
 241   0.0000e+00   0.0000e+00   0.0000e+00
 242   0.0000e+00   0.0000e+00   0.0000e+00
 243   0.0000e+00   0.0000e+00   0.0000e+00
 244   0.0000e+00   0.0000e+00   0.0000e+00
 245   0.0000e+00   0.0000e+00   0.0000e+00
 246   0.0000e+00   0.0000e+00   0.0000e+00
 247   0.0000e+00   0.0000e+00   0.0000e+00
 248   0.0000e+00   0.0000e+00   0.0000e+00
 249   0.0000e+00   0.0000e+00   0.0000e+00
 250   0.0000e+00   0.0000e+00   0.0000e+00
 251   0.0000e+00   0.0000e+00   0.0000e+00
 252   0.0000e+00   0.0000e+00   0.0000e+00
 253   0.0000e+00   0.0000e+00   0.0000e+00
 254   0.0000e+00   0.0000e+00   0.0000e+00
 255   0.0000e+00   0.0000e+00   0.0000e+00
 256   0.0000e+00   0.0000e+00   0.0000e+00
 257   0.0000e+00   0.0000e+00   0.0000e+00
 258   0.0000e+00   0.0000e+00   0.0000e+00
 259   0.0000e+00   0.0000e+00   0.0000e+00
 260   0.0000e+00   0.0000e+00   0.0000e+00
 261   0.0000e+00   0.0000e+00   0.0000e+00
 262   0.0000e+00   0.0000e+00   0.0000e+00
 263   0.0000e+00   0.0000e+00   0.0000e+00
 264   0.0000e+00   0.0000e+00   0.0000e+00
 265   0.0000e+00   0.0000e+00   0.0000e+00
 266   0.0000e+00   0.0000e+00   0.0000e+00
 267   0.0000e+00   0.0000e+00   0.0000e+00
 268   0.0000e+00   0.0000e+00   0.0000e+00
 269   0.0000e+00   0.0000e+00   0.0000e+00
 270   0.0000e+00   0.0000e+00   0.0000e+00
 271   0.0000e+00   0.0000e+00   0.0000e+00
 272   0.0000e+00   0.0000e+00   0.0000e+00
 273   0.0000e+00   0.0000e+00   0.0000e+00
 274   0.0000e+00   0.0000e+00   0.0000e+00
 275   0.0000e+00   0.0000e+00   0.0000e+00
 276   0.0000e+00   0.0000e+00   0.0000e+00
 277   0.0000e+00   0.0000e+00   0.0000e+00
 278   0.0000e+00   0.0000e+00   0.0000e+00
 279   0.0000e+00   0.0000e+00   0.0000e+00
 280   0.0000e+00   0.0000e+00   0.0000e+00
 281   0.0000e+00   0.0000e+00   0.0000e+00
 282   0.0000e+00   0.0000e+00   0.0000e+00
 283   0.0000e+00   0.0000e+00   0.0000e+00
 284   0.0000e+00   0.0000e+00   0.0000e+00
 285   0.0000e+00   0.0000e+00   0.0000e+00
 286   0.0000e+00   0.0000e+00   0.0000e+00
 287   0.0000e+00   0.0000e+00   0.0000e+00
 288   0.0000e+00   0.0000e+00   0.0000e+00
 289   0.0000e+00   0.0000e+00   0.0000e+00
 290   0.0000e+00   0.0000e+00   0.0000e+00
 291   0.0000e+00   0.0000e+00   0.0000e+00
 292   0.0000e+00   0.0000e+00   0.0000e+00
 293   0.0000e+00   0.0000e+00   0.0000e+00
 294   0.0000e+00   0.0000e+00   0.0000e+00
 295   0.0000e+00   0.0000e+00   0.0000e+00
 296   0.0000e+00   0.0000e+00   0.0000e+00
 297   0.0000e+00   0.0000e+00   0.0000e+00
 298   0.0000e+00   0.0000e+00   0.0000e+00
 299   0.0000e+00   0.0000e+00   0.0000e+00
 300   0.0000e+00   0.0000e+00   0.0000e+00
 301   0.0000e+00   0.0000e+00   0.0000e+00
 302   0.0000e+00   0.0000e+00   0.0000e+00
 303   0.0000e+00   0.0000e+00   0.0000e+00
 304   0.0000e+00   0.0000e+00   0.0000e+00
 305   0.0000e+00   0.0000e+00   0.0000e+00
 306   0.0000e+00   0.0000e+00   0.0000e+00
 307   0.0000e+00   0.0000e+00   0.0000e+00
 308   0.0000e+00   0.0000e+00   0.0000e+00
 309   0.0000e+00   0.0000e+00   0.0000e+00
 310   0.0000e+00   0.0000e+00   0.0000e+00
 311   0.0000e+00   0.0000e+00   0.0000e+00
 312   0.0000e+00   0.0000e+00   0.0000e+00
 313   0.0000e+00   0.0000e+00   0.0000e+00
 314   0.0000e+00   0.0000e+00   0.0000e+00
 315   0.0000e+00   0.0000e+00   0.0000e+00
 316   0.0000e+00   0.0000e+00   0.0000e+00
 317   0.0000e+00   0.0000e+00   0.0000e+00
 318   0.0000e+00   0.0000e+00   0.0000e+00
 319   0.0000e+00   0.0000e+00   0.0000e+00
 320   0.0000e+00   0.0000e+00   0.0000e+00
 321   0.0000e+00   0.0000e+00   0.0000e+00
 322   0.0000e+00   0.0000e+00   0.0000e+00
 323   0.0000e+00   0.0000e+00   0.0000e+00
 324   0.0000e+00   0.0000e+00   0.0000e+00
 325   0.0000e+00   0.0000e+00   0.0000e+00
 326   0.0000e+00   0.0000e+00   0.0000e+00
 327   0.0000e+00   0.0000e+00   0.0000e+00
 328   0.0000e+00   0.0000e+00   0.0000e+00
 329   0.0000e+00   0.0000e+00   0.0000e+00
 330   0.0000e+00   0.0000e+00   0.0000e+00
 331   0.0000e+00   0.0000e+00   0.0000e+00
 332   0.0000e+00   0.0000e+00   0.0000e+00
 333   0.0000e+00   0.0000e+00   0.0000e+00
 334   0.0000e+00   0.0000e+00   0.0000e+00
 335   0.0000e+00   0.0000e+00   0.0000e+00
 336   0.0000e+00   0.0000e+00   0.0000e+00
 337   0.0000e+00   0.0000e+00   0.0000e+00
 338   0.0000e+00   0.0000e+00   0.0000e+00
 339   0.0000e+00   0.0000e+00   0.0000e+00
 340   0.0000e+00   0.0000e+00   0.0000e+00
 341   0.0000e+00   0.0000e+00   0.0000e+00
 342   0.0000e+00   0.0000e+00   0.0000e+00
 343   0.0000e+00   0.0000e+00   0.0000e+00
 344   0.0000e+00   0.0000e+00   0.0000e+00
 345   0.0000e+00   0.0000e+00   0.0000e+00
 346   0.0000e+00   0.0000e+00   0.0000e+00
 347   0.0000e+00   0.0000e+00   0.0000e+00
 348   0.0000e+00   0.0000e+00   0.0000e+00
 349   0.0000e+00   0.0000e+00   0.0000e+00
 350   0.0000e+00   0.0000e+00   0.0000e+00
 351   0.0000e+00   0.0000e+00   0.0000e+00
 352   0.0000e+00   0.0000e+00   0.0000e+00
 353   0.0000e+00   0.0000e+00   0.0000e+00
 354   0.0000e+00   0.0000e+00   0.0000e+00
 355   0.0000e+00   0.0000e+00   0.0000e+00
 356   0.0000e+00   0.0000e+00   0.0000e+00
 357   0.0000e+00   0.0000e+00   0.0000e+00
 358   0.0000e+00   0.0000e+00   0.0000e+00
 359   0.0000e+00   0.0000e+00   0.0000e+00
 360   0.0000e+00   0.0000e+00   0.0000e+00
 361   0.0000e+00   0.0000e+00   0.0000e+00
 362   0.0000e+00   0.0000e+00   0.0000e+00
 363   0.0000e+00   0.0000e+00   0.0000e+00
 364   0.0000e+00   0.0000e+00   0.0000e+00
 365   0.0000e+00   0.0000e+00   0.0000e+00
 366   0.0000e+00   0.0000e+00   0.0000e+00
 367   0.0000e+00   0.0000e+00   0.0000e+00
 368   0.0000e+00   0.0000e+00   0.0000e+00
 369   0.0000e+00   0.0000e+00   0.0000e+00
 370   0.0000e+00   0.0000e+00   0.0000e+00
 371   0.0000e+00   0.0000e+00   0.0000e+00
 372   0.0000e+00   0.0000e+00   0.0000e+00
 373   0.0000e+00   0.0000e+00   0.0000e+00
 374   0.0000e+00   0.0000e+00   0.0000e+00
 375   0.0000e+00   0.0000e+00   0.0000e+00
 376   0.0000e+00   0.0000e+00   0.0000e+00
 377   0.0000e+00   0.0000e+00   0.0000e+00
 378   0.0000e+00   0.0000e+00   0.0000e+00
 379   0.0000e+00   0.0000e+00   0.0000e+00
 380   0.0000e+00   0.0000e+00   0.0000e+00
 381   0.0000e+00   0.0000e+00   0.0000e+00
 382   0.0000e+00   0.0000e+00   0.0000e+00
 383   0.0000e+00   0.0000e+00   0.0000e+00
 384   0.0000e+00   0.0000e+00   0.0000e+00
 385   0.0000e+00   0.0000e+00   0.0000e+00
 386   0.0000e+00   0.0000e+00   0.0000e+00
 387   0.0000e+00   0.0000e+00   0.0000e+00
 388   0.0000e+00   0.0000e+00   0.0000e+00
 389   0.0000e+00   0.0000e+00   0.0000e+00
 390   0.0000e+00   0.0000e+00   0.0000e+00
 391   0.0000e+00   0.0000e+00   0.0000e+00
 392   0.0000e+00   0.0000e+00   0.0000e+00
 393   0.0000e+00   0.0000e+00   0.0000e+00
 394   0.0000e+00   0.0000e+00   0.0000e+00
 395   0.0000e+00   0.0000e+00   0.0000e+00
 396   0.0000e+00   0.0000e+00   0.0000e+00
 397   0.0000e+00   0.0000e+00   0.0000e+00
 398   0.0000e+00   0.0000e+00   0.0000e+00
 399   0.0000e+00   0.0000e+00   0.0000e+00
 400   0.0000e+00   0.0000e+00   0.0000e+00
 401   0.0000e+00   0.0000e+00   0.0000e+00
 402   0.0000e+00   0.0000e+00   0.0000e+00
 403   0.0000e+00   0.0000e+00   0.0000e+00
 404   0.0000e+00   0.0000e+00   0.0000e+00
 405   0.0000e+00   0.0000e+00   0.0000e+00
 406   0.0000e+00   0.0000e+00   0.0000e+00
 407   0.0000e+00   0.0000e+00   0.0000e+00
 408   0.0000e+00   0.0000e+00   0.0000e+00
 409   0.0000e+00   0.0000e+00   0.0000e+00
 410   0.0000e+00   0.0000e+00   0.0000e+00
 411   0.0000e+00   0.0000e+00   0.0000e+00
 412   0.0000e+00   0.0000e+00   0.0000e+00
 413   0.0000e+00   0.0000e+00   0.0000e+00
 414   0.0000e+00   0.0000e+00   0.0000e+00
 415   0.0000e+00   0.0000e+00   0.0000e+00
 416   0.0000e+00   0.0000e+00   0.0000e+00
 417   0.0000e+00   0.0000e+00   0.0000e+00
 418   0.0000e+00   0.0000e+00   0.0000e+00
 419   0.0000e+00   0.0000e+00   0.0000e+00
 420   0.0000e+00   0.0000e+00   0.0000e+00
 421   0.0000e+00   0.0000e+00   0.0000e+00
 422   0.0000e+00   0.0000e+00   0.0000e+00
 423   0.0000e+00   0.0000e+00   0.0000e+00
 424   0.0000e+00   0.0000e+00   0.0000e+00
 425   0.0000e+00   0.0000e+00   0.0000e+00
 426   0.0000e+00   0.0000e+00   0.0000e+00
 427   0.0000e+00   0.0000e+00   0.0000e+00
 428   0.0000e+00   0.0000e+00   0.0000e+00
 429   0.0000e+00   0.0000e+00   0.0000e+00
 430   0.0000e+00   0.0000e+00   0.0000e+00
 431   0.0000e+00   0.0000e+00   0.0000e+00
 432   0.0000e+00   0.0000e+00   0.0000e+00
 433   0.0000e+00   0.0000e+00   0.0000e+00
 434   0.0000e+00   0.0000e+00   0.0000e+00
 435   0.0000e+00   0.0000e+00   0.0000e+00
 436   0.0000e+00   0.0000e+00   0.0000e+00
 437   0.0000e+00   0.0000e+00   0.0000e+00
 438   0.0000e+00   0.0000e+00   0.0000e+00
 439   0.0000e+00   0.0000e+00   0.0000e+00
 440   0.0000e+00   0.0000e+00   0.0000e+00
 441   0.0000e+00   0.0000e+00   0.0000e+00
 442   0.0000e+00   0.0000e+00   0.0000e+00
 443   0.0000e+00   0.0000e+00   0.0000e+00
 444   0.0000e+00   0.0000e+00   0.0000e+00
 445   0.0000e+00   0.0000e+00   0.0000e+00
 446   0.0000e+00   0.0000e+00   0.0000e+00
 447   0.0000e+00   0.0000e+00   0.0000e+00
 448   0.0000e+00   0.0000e+00   0.0000e+00
 449   0.0000e+00   0.0000e+00   0.0000e+00
 450   0.0000e+00   0.0000e+00   0.0000e+00
 451   0.0000e+00   0.0000e+00   0.0000e+00
 452   0.0000e+00   0.0000e+00   0.0000e+00
 453   0.0000e+00   0.0000e+00   0.0000e+00
 454   0.0000e+00   0.0000e+00   0.0000e+00
 455   0.0000e+00   0.0000e+00   0.0000e+00
 456   0.0000e+00   0.0000e+00   0.0000e+00
 457   0.0000e+00   0.0000e+00   0.0000e+00
 458   0.0000e+00   0.0000e+00   0.0000e+00
 459   0.0000e+00   0.0000e+00   0.0000e+00
 460   0.0000e+00   0.0000e+00   0.0000e+00
 461   0.0000e+00   0.0000e+00   0.0000e+00
 462   0.0000e+00   0.0000e+00   0.0000e+00
 463   0.0000e+00   0.0000e+00   0.0000e+00
 464   0.0000e+00   0.0000e+00   0.0000e+00
 465   0.0000e+00   0.0000e+00   0.0000e+00
 466   0.0000e+00   0.0000e+00   0.0000e+00
 467   0.0000e+00   0.0000e+00   0.0000e+00
 468   0.0000e+00   0.0000e+00   0.0000e+00
 469   0.0000e+00   0.0000e+00   0.0000e+00
 470   0.0000e+00   0.0000e+00   0.0000e+00
 471   0.0000e+00   0.0000e+00   0.0000e+00
 472   0.0000e+00   0.0000e+00   0.0000e+00
 473   0.0000e+00   0.0000e+00   0.0000e+00
 474   0.0000e+00   0.0000e+00   0.0000e+00
 475   0.0000e+00   0.0000e+00   0.0000e+00
 476   0.0000e+00   0.0000e+00   0.0000e+00
 477   0.0000e+00   0.0000e+00   0.0000e+00
 478   0.0000e+00   0.0000e+00   0.0000e+00
 479   0.0000e+00   0.0000e+00   0.0000e+00
 480   0.0000e+00   0.0000e+00   0.0000e+00
 481   0.0000e+00   0.0000e+00   0.0000e+00
 482   0.0000e+00   0.0000e+00   0.0000e+00
 483   0.0000e+00   0.0000e+00   0.0000e+00
 484   0.0000e+00   0.0000e+00   0.0000e+00
 485   0.0000e+00   0.0000e+00   0.0000e+00
 486   0.0000e+00   0.0000e+00   0.0000e+00
 487   0.0000e+00   0.0000e+00   0.0000e+00
 488   0.0000e+00   0.0000e+00   0.0000e+00
 489   0.0000e+00   0.0000e+00   0.0000e+00
 490   0.0000e+00   0.0000e+00   0.0000e+00
 491   0.0000e+00   0.0000e+00   0.0000e+00
 492   0.0000e+00   0.0000e+00   0.0000e+00
 493   0.0000e+00   0.0000e+00   0.0000e+00
 494   0.0000e+00   0.0000e+00   0.0000e+00
 495   0.0000e+00   0.0000e+00   0.0000e+00
 496   0.0000e+00   0.0000e+00   0.0000e+00
 497   0.0000e+00   0.0000e+00   0.0000e+00
 498   0.0000e+00   0.0000e+00   0.0000e+00
 499   0.0000e+00   0.0000e+00   0.0000e+00
 500   0.0000e+00   0.0000e+00   0.0000e+00
 501   0.0000e+00   0.0000e+00   0.0000e+00
 502   0.0000e+00   0.0000e+00   0.0000e+00
 503   0.0000e+00   0.0000e+00   0.0000e+00
 504   0.0000e+00   0.0000e+00   0.0000e+00
 505   0.0000e+00   0.0000e+00   0.0000e+00
 506   0.0000e+00   0.0000e+00   0.0000e+00
 507   0.0000e+00   0.0000e+00   0.0000e+00
 508   0.0000e+00   0.0000e+00   0.0000e+00
 509   0.0000e+00   0.0000e+00   0.0000e+00
 510   0.0000e+00   0.0000e+00   0.0000e+00
 511   0.0000e+00   0.0000e+00   0.0000e+00
 512   0.0000e+00   0.0000e+00   0.0000e+00

Reaction Forces:
================
Node      RX           RY           RZ
----  -----------  -----------  -----------
   1   0.0000e+00   0.0000e+00   0.0000e+00
  34   0.0000e+00   0.0000e+00   0.0000e+00
  67   0.0000e+00   0.0000e+00   0.0000e+00
 100   0.0000e+00   0.0000e+00   0.0000e+00
 133   0.0000e+00   0.0000e+00   0.0000e+00
 166   0.0000e+00   0.0000e+00   0.0000e+00
 199   0.0000e+00   0.0000e+00   0.0000e+00
 232   0.0000e+00   0.0000e+00   0.0000e+00
 265   0.0000e+00   0.0000e+00   0.0000e+00

Analysis Summary:
=================
Solver Information:
  Iterations:     483
  Final residual: 7.173699e-09
  Elapsed time:   0.000 sec
  Status:         SUCCESS

Material Properties:
  Material 1:
    Young's modulus: 2.100000e+11
    Poisson's ratio: 0.300000
    Thickness:       1.000000

